index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales predictions
317007,404,4,9/27/2013,567,1,1,0,0,5107.31
38525,1099,1,5/26/2015,1040,1,0,0,0,7774.01
197160,647,1,4/15/2014,844,1,1,0,0,8001.53
603105,960,5,8/24/2013,464,1,0,0,0,4281.1
33111,516,4,10/3/2014,0,0,1,1,0,0
453204,559,3,8/8/2013,714,1,0,0,1,5133.053333333333
308347,198,6,4/27/2014,0,0,0,0,0,0
352345,758,4,6/28/2013,657,1,0,0,0,6301.715
637454,1024,6,6/2/2013,0,0,0,0,0,0
514433,192,1,12/10/2013,498,1,0,0,0,6418.58
40899,388,5,5/18/2013,918,1,0,0,0,8301.445
457429,699,3,3/28/2013,1350,1,1,0,1,13869.36
202717,668,4,5/1/2015,0,0,1,1,0,0
622440,271,2,4/10/2013,895,1,1,0,0,9073.4
529239,831,0,6/23/2014,1569,1,0,0,0,10945.1
221408,855,5,1/11/2014,429,1,0,0,0,3712.08
386080,956,3,1/16/2014,483,1,0,0,0,3522.5
521045,248,2,5/22/2013,952,1,0,0,0,6954.75
224611,1058,3,1/10/2013,681,1,1,0,0,6872.92
63093,437,1,7/30/2013,871,1,1,0,1,8445.33
388855,847,3,3/27/2014,824,1,0,0,0,5389.1
461455,585,6,12/15/2013,0,0,0,0,0,0
280027,602,2,2/25/2015,609,1,0,0,0,5811.68
135815,728,6,4/13/2014,0,0,0,0,0,0
708231,659,3,2/12/2015,612,1,0,0,0,4994.5
229229,1025,3,6/19/2014,0,0,1,1,0,0
400196,1099,3,2/20/2014,945,1,1,0,0,8052.42
564303,503,1,3/10/2015,333,1,0,0,0,4131.66
497281,679,0,3/4/2013,1511,1,1,0,0,15586.34
571925,229,3,4/3/2014,748,1,1,0,0,8738.75
487154,302,2,9/24/2014,239,1,0,0,0,2390.89
638024,308,0,1/7/2013,1290,1,1,0,0,13568.73
454630,643,4,2/22/2013,1038,1,1,0,0,8987.46
397073,978,3,3/13/2014,846,1,0,0,0,5952.94
177074,122,6,2/2/2014,0,0,0,0,0,0
271834,811,0,10/6/2014,819,1,1,0,0,6043.77
266870,260,3,12/26/2013,0,0,0,1,1,0
190192,122,4,3/21/2014,603,1,1,0,0,5519.38
434815,263,5,6/29/2013,392,1,0,0,0,4255.91
642908,324,3,11/27/2014,871,1,1,0,0,7611.09
74745,420,3,7/30/2015,485,1,1,0,0,5307.9
561612,218,3,5/15/2014,688,1,0,0,0,4772.75
465356,1107,1,7/30/2013,779,1,1,0,0,8193.68
181772,906,5,4/27/2013,1073,1,0,0,0,8715
24353,129,2,1/30/2013,1002,1,0,0,0,7705.31
634944,759,4,9/13/2013,880,1,1,0,0,8397.31
85878,364,1,11/19/2013,619,1,1,0,0,6101.2
232410,558,6,6/29/2014,0,0,0,0,0,0
454844,843,6,3/9/2014,0,0,0,0,0,0
283481,653,3,11/27/2014,561,1,1,0,0,6093.204000000001
526386,738,5,4/25/2015,701,1,0,0,0,8000.55
209002,750,6,2/15/2015,0,0,0,0,0,0
606869,69,0,5/6/2013,1134,1,0,0,0,8451.04
164433,318,3,12/5/2013,958,1,1,0,0,10829.86
527837,1083,6,9/21/2014,0,0,0,0,0,0
300537,128,4,7/17/2015,704,1,1,0,0,8739.6
247455,844,4,8/8/2014,433,1,1,0,1,4218.55
551718,963,4,5/30/2014,1246,1,0,0,1,9948.26
475832,657,4,10/11/2013,696,1,1,0,0,5795.82
523641,1016,2,2/18/2015,563,1,1,0,0,6236.145
608666,347,3,1/1/2015,0,0,0,1,1,0
439594,299,5,11/30/2013,645,1,0,0,0,6216.91
205345,266,0,3/9/2015,572,1,0,0,0,4357.94
10388,666,4,4/4/2014,690,1,1,0,0,7908.49
36756,199,5,5/11/2013,678,1,0,0,0,7419.85
436333,749,6,7/6/2014,0,0,0,0,0,0
161405,488,1,6/23/2015,340,1,0,0,0,2900.5
40280,11,5,3/1/2014,896,1,0,0,0,6687.73
116953,583,1,2/11/2014,398,1,0,0,1,3548.69
525353,164,1,4/14/2015,704,1,1,0,0,7029.02
479000,965,0,8/4/2014,1312,1,1,0,1,12558.93
180702,129,0,2/24/2014,999,1,0,0,0,7404.65
269222,394,0,3/3/2014,786,1,1,0,0,10711.73
169830,370,5,10/25/2014,628,1,0,0,0,6671.64
141640,971,1,9/30/2014,1057,1,1,0,0,9395.244
196043,721,2,11/20/2013,794,1,1,0,0,8344.46
654032,64,3,1/16/2014,670,1,0,0,0,7849.81
159186,9,6,11/23/2014,0,0,0,0,0,0
137688,811,1,7/1/2014,827,1,1,0,0,6641.9
682532,754,0,11/4/2013,1402,1,1,0,0,12628.82
154546,1063,4,2/21/2014,543,1,1,0,0,4341.11
234911,487,3,12/5/2013,604,1,1,0,0,7700.34
351999,562,2,5/15/2013,3257,1,1,0,0,19681.94
196274,794,0,9/23/2013,485,1,1,0,0,3856.1279999999997
472874,1056,4,6/6/2014,507,1,1,0,0,5971.42
478222,1028,6,10/13/2013,0,0,0,0,0,0
268977,499,5,9/20/2014,725,1,0,0,0,5698.07
69103,1083,0,1/19/2015,324,1,0,0,0,4312.03
508851,661,6,6/9/2013,0,0,0,0,0,0
292026,510,0,1/12/2015,988,1,1,0,0,9626.96
12676,1050,6,11/30/2014,0,0,0,0,0,0
322900,527,4,3/15/2013,1038,1,0,0,0,10339.2
477650,538,1,6/24/2014,608,1,0,0,0,4075.01
425429,200,5,1/24/2015,738,1,0,0,0,6625.96
227000,354,2,2/5/2014,701,1,1,0,0,8645.332
295858,43,4,12/19/2014,815,1,1,0,0,9564.25
633107,215,1,9/24/2013,474,1,1,0,0,6112.91
256946,1097,6,6/15/2014,2828,1,0,0,0,12933.507333333335
32676,553,1,9/3/2013,478,1,0,0,1,4873.91
187396,963,4,8/22/2014,968,1,1,0,1,9748.63
365540,676,5,3/8/2014,1188,1,0,0,0,5485.19
617100,980,5,11/9/2013,445,1,0,0,0,5382.445
499165,848,1,7/1/2014,852,1,1,0,0,8122.46
566413,293,6,12/14/2014,0,0,0,0,0,0
173896,281,2,12/10/2014,504,1,0,0,0,5184.35
192634,369,3,1/1/2015,0,0,0,1,1,0
258511,157,4,9/20/2013,866,1,0,0,0,7448.57
208848,718,3,7/10/2014,844,1,0,0,0,7065.52
9949,419,2,3/6/2013,949,1,1,0,0,7404.5
615441,1003,6,2/10/2013,0,0,0,0,0,0
339994,907,1,4/30/2013,1014,1,1,0,0,8277.35
79317,553,1,11/25/2014,518,1,1,0,0,5733.46
697336,66,1,7/28/2015,535,1,1,0,0,6747.47
559348,1036,0,1/6/2014,517,1,1,0,1,6092.63
636992,1098,2,2/27/2013,692,1,0,0,0,4807.63
614299,938,1,4/7/2015,1074,1,0,0,1,8934.06
487495,142,0,6/3/2013,689,1,1,0,0,7738.64
113450,614,6,6/8/2014,0,0,0,0,0,0
548988,772,0,9/15/2014,590,1,1,0,0,5924.51
567194,288,5,3/2/2013,391,1,0,0,0,4515.31
431236,263,2,2/25/2015,330,1,0,0,0,3298.37
246671,200,4,1/23/2015,816,1,0,0,0,6868.767666666666
100759,545,0,1/12/2015,1207,1,1,0,0,13787.26
650727,831,3,5/9/2013,0,0,0,1,0,0
498027,834,3,1/23/2014,696,1,1,0,0,6386.84
53231,160,6,6/7/2015,0,0,0,0,0,0
652072,269,3,6/12/2014,1203,1,0,0,0,8668.01
449699,738,1,2/19/2013,647,1,1,0,0,8232.78
178777,936,0,5/26/2014,813,1,0,0,0,5973.09
339432,596,2,5/27/2015,658,1,0,0,0,4090.33
442507,1088,1,8/19/2014,521,1,1,0,1,6106.37
315947,987,5,3/7/2015,522,1,0,0,0,3987.766666666667
137256,314,2,1/2/2013,560,1,0,0,1,5049.03
116419,1033,5,5/16/2015,925,1,0,0,0,8961.74
107071,1102,5,3/21/2015,651,1,0,0,0,6827.5
675048,946,2,12/10/2014,465,1,0,0,0,4522.183333333333
277741,498,0,6/8/2015,877,1,0,0,0,6731.68
329050,40,0,1/13/2014,507,1,0,0,0,3449.19
704281,1016,0,3/10/2014,406,1,0,0,0,3563.68
670102,358,4,5/1/2015,0,0,1,1,0,0
478227,682,3,4/17/2014,2352,1,1,0,1,17558.45
584973,919,3,2/26/2015,657,1,0,0,0,5072.149333333333
490517,949,4,8/15/2014,442,1,0,0,1,4153.95
225,338,1,12/10/2013,632,1,0,0,0,5619.55
137699,961,3,11/27/2014,716,1,1,0,0,6542.53
150599,918,4,12/26/2014,0,0,0,1,1,0
58165,563,6,12/14/2014,0,0,0,0,0,0
673773,807,2,5/8/2013,1097,1,0,0,0,10984.05
85918,569,4,10/18/2013,685,1,0,0,0,5411.45
219022,102,6,3/29/2015,0,0,0,0,0,0
379985,750,1,9/3/2013,276,1,0,0,1,3152.36
516432,298,6,10/6/2013,0,0,0,0,0,0
257229,1082,2,4/2/2014,991,1,1,0,0,7077.18
566772,421,6,3/10/2013,0,0,0,0,0,0
692902,979,5,3/16/2013,560,1,0,0,0,5395.54
478120,732,6,1/6/2013,0,0,0,0,0,0
697749,415,4,3/8/2013,530,1,1,0,0,6336.95
468631,414,1,2/11/2014,370,1,0,0,0,4553.58
250235,884,3,1/30/2014,445,1,0,0,0,4120.73
244411,592,6,8/4/2013,0,0,0,0,0,0
305404,552,3,5/30/2013,0,0,1,1,0,0
3843,427,2,6/12/2013,667,1,0,0,0,5731.79
66848,226,6,9/22/2013,0,0,0,0,0,0
349376,302,0,11/10/2014,392,1,1,0,0,5046.77
361876,69,6,5/3/2015,0,0,0,0,0,0
427413,156,1,12/17/2013,1209,1,1,0,0,14214.02
24631,442,2,10/16/2013,326,1,0,0,0,2827.48
299795,1035,5,3/9/2013,214,1,0,0,0,1831.92
495360,693,1,12/17/2013,848,1,1,0,0,9732.74
255989,224,3,4/30/2015,688,1,1,0,0,7683.18
365562,963,0,7/15/2013,1588,1,1,0,1,18828.788
542243,691,1,3/24/2015,493,1,0,0,0,5556.624583333334
619738,983,6,11/3/2013,0,0,0,0,0,0
279203,218,1,9/10/2013,869,1,1,0,1,7554.17
90862,349,5,2/9/2013,0,0,0,0,0,0
212227,547,0,6/3/2013,471,1,1,0,0,6483.22
297000,1088,6,9/8/2013,0,0,0,0,0,0
80208,606,0,1/6/2014,769,1,1,0,0,7849.08
35584,1077,5,9/21/2013,271,1,0,0,0,2557.89
387674,8,0,9/1/2014,918,1,1,0,0,8963.69
690749,188,3,11/21/2013,446,1,1,0,0,5267.14
335412,46,3,3/13/2014,493,1,0,0,0,3512.94
278773,129,4,3/21/2014,1239,1,1,0,0,10006.226666666667
624335,1026,0,7/15/2013,1574,1,1,0,0,14938.11
17542,991,2,2/5/2014,431,1,1,0,0,4994.301333333333
164646,610,4,4/4/2014,632,1,1,0,0,5734.365
25605,784,3,8/8/2013,739,1,0,0,1,6377.33
60820,433,4,1/23/2015,544,1,0,0,0,4956.7
127874,1018,5,1/19/2013,1537,1,0,0,0,12898.89
396767,133,4,4/25/2014,681,1,0,0,1,6171.483333333334
557330,659,5,6/21/2014,420,1,0,0,0,3375.7000000000007
49901,357,2,1/1/2014,0,0,0,1,1,0
433426,530,0,1/12/2015,303,1,1,0,0,3081.6
436199,934,2,4/24/2013,620,1,1,0,0,6512.16
361943,1067,1,5/5/2015,504,1,1,0,0,6083.053333333332
341974,481,4,3/8/2013,390,1,1,0,0,4330.76
109273,338,1,3/10/2015,483,1,0,0,0,4436.74
275689,678,1,7/23/2013,641,1,0,0,1,5272.41
83185,130,5,7/12/2014,499,1,0,0,0,4532.846666666667
328365,521,2,11/26/2014,406,1,1,0,0,4834.75
599010,110,3,7/3/2014,635,1,1,0,0,5297.713333333332
394967,1086,0,8/12/2013,1541,1,1,0,1,15206.42
77564,789,0,2/24/2014,536,1,0,0,0,3770.7
24999,31,3,10/17/2013,454,1,0,0,1,3894.67
333447,983,1,1/20/2015,878,1,0,0,0,5991.82
391655,836,5,1/10/2015,281,1,0,0,0,2311.5855555555554
413867,326,6,5/5/2013,0,0,0,0,0,0
708080,592,2,5/6/2015,588,1,1,0,0,5111.193333333333
460128,231,3,2/5/2015,416,1,1,0,0,5355.74
102454,968,3,7/9/2015,838,1,0,0,0,6461.18
220541,487,6,4/5/2015,0,0,0,0,0,0
241148,194,0,1/28/2013,318,1,0,0,0,3551.62
572771,288,5,7/25/2015,427,1,0,0,0,5237.18
699435,176,5,10/12/2013,367,1,0,0,0,3290.13
338165,453,0,9/2/2013,1033,1,0,0,0,8038.6
375137,339,6,7/13/2014,0,0,0,0,0,0
189594,84,6,4/28/2013,0,0,0,0,0,0
623583,984,0,1/21/2013,737,1,1,0,0,8165.411000000001
485341,105,0,7/28/2014,673,1,1,0,0,6769.63
222957,823,3,6/20/2013,593,1,1,0,0,5911.3
550810,53,4,9/6/2013,571,1,0,0,0,5215.58
192323,369,5,6/21/2014,626,1,0,0,0,7499.01
242484,846,4,1/2/2015,822,1,0,0,1,6454.92
303303,486,0,12/22/2014,741,1,0,0,1,7165.27
72795,543,5,6/29/2013,246,1,0,0,0,2145.71
209200,840,1,2/18/2014,1222,1,1,0,0,9554.36
618259,729,3,12/12/2013,984,1,0,0,0,7575.22
439338,862,4,7/26/2013,964,1,0,0,1,6951.33
613542,295,5,7/12/2014,670,1,0,0,0,5173.59
123187,552,1,5/5/2015,816,1,1,0,0,9121.280833333334
290543,278,6,9/29/2013,0,0,0,0,0,0
635718,1114,1,11/4/2014,2979,1,1,0,0,20304.73
463979,71,4,9/13/2013,954,1,1,0,0,9391.53
463638,637,6,2/22/2015,0,0,0,0,0,0
534752,685,3,4/4/2013,679,1,0,0,1,7084.29
42816,1109,4,8/16/2013,558,1,1,0,1,5883.07
549077,124,4,4/5/2013,620,1,0,0,1,5435.22
704551,1057,6,12/15/2013,0,0,0,0,0,0
477859,148,1,10/14/2014,783,1,0,0,0,7601.9
341280,945,6,3/10/2013,0,0,0,0,0,0
476063,998,3,5/30/2013,0,0,1,1,1,0
458012,40,5,2/14/2015,616,1,0,0,0,4946.81
133161,453,5,5/11/2013,1194,1,0,0,0,9105.22
245599,117,3,7/17/2014,500,1,1,0,1,4267.33
599817,1094,2,8/21/2013,293,1,0,0,1,3428.68
162291,986,5,6/6/2015,581,1,0,0,0,4867.56
160680,17,4,5/23/2014,756,1,1,0,0,6689.2
627773,143,4,9/19/2014,751,1,1,0,0,8550.24
670187,291,3,5/29/2014,0,0,0,1,0,0
134772,302,6,5/31/2015,0,0,0,0,0,0
251636,241,0,3/18/2013,888,1,1,0,0,9448.44
86503,1018,6,2/1/2015,0,0,0,0,0,0
26443,492,1,1/28/2014,930,1,0,0,0,6150.43
617424,294,5,10/26/2013,383,1,0,0,0,3084.1960000000004
565104,353,5,12/28/2013,1056,1,0,0,0,9293.26
156106,74,1,11/25/2014,1010,1,1,0,0,9096.07
126301,213,2,4/2/2014,630,1,1,0,0,7655.21
57911,73,6,10/26/2014,0,0,0,0,0,0
186079,1044,4,1/18/2013,776,1,0,0,0,5422.5
252158,110,3,9/26/2013,643,1,1,0,0,5275.225
647898,866,3,5/30/2013,0,0,1,1,0,0
64429,677,5,2/22/2014,717,1,0,0,0,7311.03
584552,295,3,1/1/2015,0,0,0,1,1,0
693501,689,5,12/21/2013,915,1,0,0,0,10478.4
70549,502,3,5/7/2015,1574,1,1,0,0,12021.59
222968,51,1,9/24/2013,442,1,1,0,0,6104.95
101518,15,1,2/4/2014,727,1,1,0,0,7895.01
290224,43,6,4/14/2013,0,0,0,0,0,0
38002,1051,1,1/8/2013,1100,1,1,0,0,8946.5
238913,841,3,6/12/2014,435,1,0,0,0,2973.13
11239,79,6,11/10/2013,0,0,0,0,0,0
122292,986,2,1/14/2015,674,1,1,0,0,5580.12
569549,810,2,7/3/2013,512,1,1,0,0,6430.47
484360,764,5,3/23/2013,128,1,0,0,0,1167.26
571708,235,1,11/4/2014,586,1,1,0,0,6761.52
296389,731,1,5/14/2013,1078,1,1,0,0,10495.97
108776,520,0,5/25/2015,0,0,0,1,0,0
163749,1026,1,11/25/2014,1427,1,1,0,0,12960.325
397022,795,3,8/15/2013,471,1,1,0,1,4698.26
184639,760,4,4/11/2014,1193,1,0,0,0,7201.29
30551,52,2,3/4/2015,421,1,1,0,0,6688.6
456551,643,1,9/3/2013,1005,1,0,0,0,7249.62
11315,72,6,10/27/2013,0,0,0,0,0,0
454646,993,2,2/6/2013,787,1,1,0,1,7870.61
310184,933,2,5/15/2013,1026,1,1,0,0,8041.11
226257,469,2,4/8/2015,1390,1,0,0,1,10260.11
517981,314,0,6/2/2014,846,1,1,0,0,10137.95
417193,93,4,6/28/2013,804,1,0,0,0,7700.23
650716,123,3,5/21/2015,903,1,1,0,1,8573.84
404303,901,4,1/3/2014,598,1,0,0,1,5557.77
100798,645,0,10/21/2013,1575,1,1,0,0,13275.56
171533,780,2,4/15/2015,798,1,1,0,0,6899.68
116357,1095,3,7/31/2014,678,1,1,0,1,4883.4
471545,436,0,6/16/2014,834,1,1,0,0,8641.13
312564,627,1,11/12/2013,416,1,0,0,0,3653.97
202372,322,6,6/7/2015,0,0,0,0,0,0
637943,405,3,4/9/2015,454,1,0,0,1,3704.33
685350,497,1,8/20/2013,1131,1,0,0,0,7989.36
111729,242,1,10/22/2013,329,1,1,0,1,3963.9
128226,303,0,9/23/2013,752,1,1,0,0,8296.243333333334
63197,278,5,12/20/2014,786,1,0,0,0,8677.24
183825,266,5,6/14/2014,254,1,0,0,0,2351.28
406781,603,1,10/29/2013,803,1,0,0,1,5674.23
443066,1102,4,3/20/2015,700,1,1,0,0,6881.97
473455,550,5,1/19/2013,497,1,0,0,0,5233.67
523244,921,2,1/14/2015,1187,1,1,0,0,10326.38
414341,28,4,8/15/2014,1202,1,0,0,1,9890.93
663610,526,2,7/8/2015,1388,1,0,0,0,8651.71
162440,823,3,12/25/2014,0,0,0,1,1,0
373757,512,3,9/5/2013,1171,1,0,0,1,4819.09
303933,90,1,3/31/2015,1167,1,1,0,1,10663.58
112566,926,5,11/22/2014,568,1,0,0,0,6671.05
452143,826,2,12/4/2013,885,1,1,0,0,9746.48
480092,1028,4,6/6/2014,639,1,1,0,0,5494.39
149736,473,6,2/17/2013,0,0,0,0,0,0
429060,112,0,10/28/2013,731,1,0,0,0,5548.73
237035,430,0,6/30/2014,850,1,1,0,0,11029.72
347012,696,0,7/21/2014,871,1,0,0,1,6875.98
183402,197,2,11/26/2014,1054,1,1,0,0,8860.04
145166,284,3,8/1/2013,479,1,1,0,1,5755.15
526851,531,2,2/26/2014,544,1,0,0,0,4362.61
192537,343,4,9/20/2013,674,1,0,0,0,6342.54
612403,709,5,5/31/2014,529,1,0,0,0,4540.61
47949,18,2,10/2/2013,812,1,0,0,0,6145.74
25740,861,4,7/12/2013,434,1,0,0,1,2841.78
580974,194,5,2/28/2015,453,1,0,0,0,5338.82
583625,564,6,7/14/2013,0,0,0,0,0,0
261836,596,2,7/9/2014,665,1,0,0,1,3979.61
278363,750,1,1/1/2013,0,0,0,1,1,0
424244,347,4,6/19/2015,485,1,1,0,0,6099.32
210711,196,0,1/13/2014,661,1,0,0,0,4478.77
170340,533,4,7/25/2014,986,1,0,0,0,8718.66
621867,887,5,1/19/2013,475,1,0,0,0,4905.33
78622,294,5,5/2/2015,594,1,0,0,0,4803.725
504156,691,2,12/25/2013,0,0,0,1,1,0
510794,214,4,5/1/2015,0,0,1,1,0,0
271731,827,5,10/11/2014,2031,1,0,0,0,15812.51
280703,856,1,12/3/2013,1211,1,1,0,0,12044.18
304709,1107,6,2/3/2013,0,0,0,0,0,0
335143,51,0,9/16/2013,488,1,0,0,0,6721.32
367482,149,1,2/3/2015,476,1,1,0,0,6447.38
292163,848,5,12/20/2014,881,1,0,0,0,7828.43
355101,809,3,2/13/2014,700,1,0,0,0,7098.05
504615,1099,0,1/28/2013,991,1,0,0,0,7670.99
360248,355,1,2/3/2015,1193,1,1,0,0,9875.63
185694,675,3,4/11/2013,761,1,1,0,0,8682.3
409123,340,6,11/16/2014,0,0,0,0,0,0
46273,197,3,10/23/2014,836,1,1,0,1,6943.92
265903,424,1,9/17/2013,604,1,0,0,0,4448.26
90487,613,5,5/17/2014,974,1,0,0,0,6183.305
380713,671,0,3/24/2014,592,1,0,0,0,5205.51
430577,426,3,2/21/2013,619,1,1,0,0,5340.61
388368,855,2,1/16/2013,455,1,0,0,0,3834.89
11061,141,3,7/23/2015,577,1,0,0,0,4732.01
77071,551,0,4/21/2014,0,0,0,1,1,0
592532,541,4,10/3/2014,0,0,1,1,0,0
250498,1100,6,12/7/2014,0,0,0,0,0,0
243375,203,4,10/31/2014,830,1,0,1,1,6522.7
642898,935,5,2/22/2014,328,1,0,0,0,2732.34
156905,697,0,7/13/2015,1145,1,1,0,1,12444.07
70496,848,2,7/31/2013,914,1,1,0,1,8847.39
293490,255,0,2/11/2013,531,1,0,0,0,4469.57
474177,47,4,6/20/2014,891,1,1,0,0,7322.55
659996,489,6,2/17/2013,0,0,0,0,0,0
579350,203,4,6/21/2013,749,1,1,0,0,6006.04
498150,440,6,6/9/2013,0,0,0,0,0,0
287569,33,6,4/27/2014,0,0,0,0,0,0
379133,1007,3,10/31/2013,741,1,0,0,0,6337.39
470513,725,4,1/3/2014,573,1,0,0,1,5643.87
273994,207,3,1/23/2014,1279,1,1,0,0,11200.83
646881,161,4,3/13/2015,819,1,0,0,0,7373.026
608886,584,2,1/2/2013,399,1,0,0,1,3934.79
530727,39,1,3/12/2013,395,1,0,0,0,3736.02
197825,601,0,6/9/2014,0,0,0,1,0,0
646259,230,4,4/18/2014,0,0,1,1,1,0
458363,907,1,8/19/2014,946,1,1,0,1,8547.16
318363,1052,3,9/11/2014,679,1,0,0,0,6218.38
173063,447,2,1/8/2014,620,1,1,0,0,5436.916666666666
160318,990,3,9/11/2014,498,1,0,0,0,5026.01
479750,284,4,6/14/2013,429,1,0,0,0,4646.59
24506,940,4,8/16/2013,905,1,1,0,1,9350.04
366986,905,4,1/31/2014,1666,1,0,0,0,16580.44
453930,889,2,1/14/2015,409,1,1,0,0,4152.59
456150,882,0,8/18/2014,946,1,1,0,1,8787.96
197794,780,6,7/6/2014,0,0,0,0,0,0
295509,643,6,6/1/2014,0,0,0,0,0,0
498394,707,2,10/29/2014,687,1,0,0,0,6210.41
153859,860,5,12/6/2014,974,1,0,0,0,8447.36
539292,841,1,5/14/2013,482,1,1,0,0,4045.72
640489,308,1,5/5/2015,928,1,1,0,0,10186.55
228632,446,2,2/27/2013,689,1,0,0,0,4867.64
618289,26,2,8/28/2013,554,1,1,0,0,6830
700702,978,0,11/18/2013,1257,1,1,0,0,10799.5
549672,828,1,10/29/2013,587,1,0,0,0,5041.09
3420,994,0,7/15/2013,667,1,1,0,0,8118.15
234576,639,1,12/10/2013,530,1,0,0,0,4945.76
332107,923,6,4/14/2013,0,0,0,0,0,0
230859,639,6,8/24/2014,0,0,0,0,0,0
409350,269,6,9/28/2014,0,0,0,0,0,0
359813,575,1,4/23/2013,606,1,1,0,0,7197.29
625434,679,5,7/27/2013,729,1,0,0,0,6578.57
196026,847,3,7/16/2015,844,1,1,0,1,7929.01
506010,74,6,2/23/2014,0,0,0,0,0,0
388031,698,5,6/28/2014,1755,1,0,0,0,14123.17
469874,799,5,12/13/2014,1022,1,0,0,0,10096.1
575949,835,6,6/2/2013,0,0,0,0,0,0
231999,120,0,1/21/2013,492,1,1,0,0,5894.89
423686,954,1,2/19/2013,922,1,1,0,0,8556.84
307158,42,0,3/30/2015,1549,1,1,0,1,17008.36
104085,441,0,3/17/2014,785,1,1,0,0,7664.93
171693,828,0,4/28/2014,776,1,1,0,0,8589.82
490100,469,4,12/12/2014,1622,1,0,0,0,12029.18
239645,972,0,4/14/2014,618,1,1,0,1,6967.09
6056,701,0,9/23/2013,716,1,1,0,0,7692.6
102738,904,5,7/11/2015,452,1,0,0,0,5217.5
417987,870,6,6/16/2013,0,0,0,0,0,0
635200,1018,2,3/20/2013,1440,1,1,0,0,12857.13
147081,142,0,3/25/2013,722,1,1,0,1,6991.28
204867,106,4,3/20/2015,850,1,1,0,0,8995.94
94393,715,6,5/26/2013,0,0,0,0,0,0
498471,131,1,6/23/2015,492,1,0,0,0,4245.57
377361,54,6,7/13/2014,0,0,0,0,0,0
29493,348,0,9/16/2013,652,1,0,0,0,6658.53
28633,289,0,6/9/2014,0,0,0,1,0,0
128105,110,6,9/1/2013,0,0,0,0,0,0
306520,545,5,7/19/2014,658,1,0,0,0,6066.05
65854,814,5,11/22/2014,540,1,0,0,0,5557.11
371215,537,4,12/26/2014,0,0,0,1,1,0
121452,744,6,4/28/2013,0,0,0,0,0,0
556499,828,1,5/19/2015,661,1,1,0,1,6141.08
609606,777,4,6/20/2014,485,1,1,0,1,5360.4
270942,649,1,6/4/2013,428,1,1,0,0,4352.22
120082,633,4,5/9/2014,667,1,1,0,0,8639.73
295005,39,3,7/30/2015,668,1,1,0,1,5303.57
60661,977,2,4/1/2015,485,1,1,0,1,4853.66
560064,532,4,1/18/2013,1241,1,0,0,0,10423.48
364371,344,4,1/17/2014,893,1,0,0,0,6096.39
629418,970,3,1/10/2013,497,1,1,0,1,4517.97
287959,216,5,2/2/2013,869,1,0,0,0,7250.36
693492,716,1,4/15/2014,530,1,1,0,1,6858.63
426116,709,3,7/18/2013,1434,1,1,0,1,10828.79
681242,1042,2,4/15/2015,505,1,1,0,0,4115.44
284825,829,5,4/25/2015,758,1,0,0,0,5642.725
59734,663,5,7/11/2015,893,1,0,0,0,7168.55
274009,544,0,12/2/2013,3095,1,1,0,0,25257.38
143355,444,3,5/2/2013,1519,1,1,0,0,12631.12
305028,814,6,4/5/2015,0,0,0,0,0,0
373147,191,0,2/18/2013,796,1,1,0,0,8211.836
677528,200,6,4/28/2013,0,0,0,0,0,0
637272,151,2,8/7/2013,544,1,0,0,1,5014.08
508484,607,6,4/14/2013,0,0,0,0,0,0
151161,569,5,7/18/2015,428,1,0,0,0,3866.5276190476197
448724,910,5,2/1/2014,497,1,0,0,0,4959.79
299220,1004,4,5/30/2014,511,1,0,0,0,5577.2
635353,1086,0,9/9/2013,1391,1,1,0,0,14777.95
84643,183,0,10/28/2013,678,1,0,0,1,5228.31
659917,71,6,12/29/2013,0,0,0,0,0,0
380484,48,5,8/24/2013,339,1,0,0,0,3330.48
254899,751,1,4/30/2013,754,1,1,0,0,5732.35
130780,32,4,5/24/2013,393,1,0,0,1,3339.120952380952
487134,574,3,12/4/2014,737,1,1,0,0,9167.22
265558,426,4,10/24/2014,619,1,1,0,0,5317.58
283371,298,5,5/25/2013,657,1,0,0,0,7452.51
582312,663,2,9/4/2013,0,0,0,0,1,0
280380,863,1,11/12/2013,909,1,0,0,0,6895.42
330796,69,1,4/9/2013,1305,1,1,0,0,11247.85
72253,93,2,3/6/2013,701,1,1,0,0,7553.51
144614,1039,4,4/11/2014,912,1,0,0,0,7345.42
291591,305,5,1/3/2015,548,1,0,0,1,5566.84
109635,970,2,7/2/2014,497,1,1,0,0,4355.71
208412,906,2,5/14/2014,1134,1,0,0,0,8824.31
666233,354,0,3/24/2014,606,1,0,0,0,6178.12
228643,191,6,7/19/2015,0,0,0,0,0,0
421337,380,5,10/4/2014,1479,1,0,0,0,13934.55
14878,152,4,4/17/2015,688,1,1,0,0,6567.29
62540,967,6,7/7/2013,0,0,0,0,0,0
633095,124,2,10/2/2013,583,1,0,0,0,5313.52
304821,883,3,4/3/2014,540,1,1,0,0,4921.85
451312,74,5,6/22/2013,662,1,0,0,0,4961.76
282113,103,5,12/27/2014,431,1,0,0,0,4396.875
54856,458,1,7/1/2014,713,1,1,0,0,8567.61
45038,789,2,10/8/2014,523,1,1,0,0,3985.48
34221,369,2,1/21/2015,420,1,0,0,0,4762.33
37762,563,3,7/25/2013,631,1,0,0,1,4832.63
